lyrics,Emotion
"তোমায় আমি রাখতে চাই না, থাকতে চাই না,
ঢাকতে চাই না, চাখতে চাই না
তেলের মত মাখতে চাই না,
চাইছি তোমার বন্ধুতা ।",happiness
"তোমায় আমি রুখতে চাই না, ফুঁকতে চাই না,
দুষতে চাই না, বসতে চাই না,
জোঁকের মত শুষতে চাই না,
চাইছি তোমার বন্ধুতা।",happiness
"উটকো লোকে, এই সুযোগে, তাল মিলিয়ে
বিশ্রী কথা কাটবে জুড়বে,
নিজের জ্বালায় নিজেই পুড়বে
পুড়ুক তারা, তুমি আমি পুড়ছি না;",happiness
"তোমায় আমি জ্বালতে চাই না, ঢালতে চাই না,
চালতে চাই না, পালতে চাই না,
কদর্যতায় ঢালতে চাই না,
চাইছি তোমার বন্ধুতা ।",happiness
"তুমি এসো ভালোবেসো
আমি তোমায় বেঁচে রই
বন্ধু গো আজ তোমায়
বড় বেশি প্রয়োজন",happiness
"রং হারাল নীল পাখিটা
ঘর পালাল ঐ ছেলেটা
একা পোড়ে শুন্য যে ঘর
কে যে আপন কে যে বা পর",happiness
"যাচ্ছে সময়, যায় যে চলে
চিলেকোঠায়, চার দেয়ালে
এসো তুমি আসবে বলে
হাতটা ধরে দূরে চল",happiness
"
তুমি আমার পাশে বন্ধু হে
বসিয়া থাক
একটু বসিয়া থাক
তুমি আমার পাশে বন্ধু হে
বসিয়া থাক
একটু বসিয়া থাক",happiness
"আমি মেঘের দলে আছি, আমি ঘাসের দলে আছি
আমি মেঘের দলে আছি, আমি ঘাসের দলে আছি
তুমিও থাক বন্ধু হে
বসিয়া থাক
একটু বসিয়া থাক",happiness
"যদি বন্ধু হও যদি বাড়াও হাত
জেনো থামবে ঝড় মুছে যাবে এই রাত
হাসি মুখ তুলে অভিমান ভুলে
রাঙা সূর্য বলবেই সুপ্রভাত
",happiness
"সবার রঙে মিশলে রঙ, সুরে মিললে সুর
হবে পুরোনো যত দ্বিধা দ্বন্দ দূর
যদি ভাগ করে নাও দুঃখ সুখ
বোঝো তোমার আমার নেই তফাত",happiness
"কেন বন্ধ ঘরে একই অন্ধকার
সব জানালা খুলে আলো আসতে দাও
খোলা হাওয়া আসুক, শত ফুল ফুটুক
ছুটুক পাল তুলে স্বপ্নরা
",happiness
"ফুরিয়ে যাবে সব যখন, যাবে এই জীবন
কেন নিজের টুকু নিয়ে ভুলছে মন
যদি সবার ছাদ হয় এক আকাশ",happiness
"সব দেওয়ালগুলো ভেঙে যায় হঠাৎ
হাসি মুখ তুলে অভিমান ভুলে
রাঙা সূর্য বলবেই সুপ্রভাত",happiness
"কফি হাউজের সেই আড্ডাটা আজ আর নেই, আজ আর নেই
কোথায় হারিয়ে গেল সোনালী বিকেলগুলো সেই, আজ আর নেই।",nostalgia
"নিখিলেশ প্যারিসে মইদুল ঢাকাতে নেই তারা আজ কোন খবরে
গ্র্যান্ডের গীটারিস্ট গোয়ানিজ ডিসুদা ঘুমিয়ে আছে যে আজ কবরে",sadness
"কাকে যেন ভালোবেসে আঘাত পেয়ে যে শেষে পাগলা গারদে আছে রমা রায়
অমলটা ধুঁকছে দুরন্ত ক্যান্সারে জীবন করেনি তাকে ক্ষমা হায়।।",sadness
"সুজাতাই আজ শুধু সবচেয়ে সুখে আছে, শুনেছি যে লাখপতি স্বামী তার
হীরে আর জহরতে আগাগোড়া মোরা সে, বাড়ি-গাড়ী সবকিছু দামী তার",happiness
"আর্ট কলেজের ছেলে নিখিলেশ সান্যাল বিজ্ঞাপনের ছবি আঁকত,
আর চোখ ভরা কথা নিয়ে নির্বাক শ্রোতা হয়ে দি সুজাটা বসে শুধু থাকত।।",happiness
